Hisse,Adı,Sektör,Alt Grup,Açıklama,Beta,Fiyat/Kazanç Oranı,PD/DD Oranı,Fiyat/Satış Oranı,Kâr Marjı (%),Dolaşımdaki Lot,Toplam Gelir,Net Kâr,Son Kapanış Fiyatı,52 Hafta En Yüksek,52 Hafta En Düşük,Ortalama Hacim (10 gün),Temettü Verimi (%),Son Temettü Tarihi,Piyasa Değeri,Son Fiyat,1 Ay Değişim (%),3 Ay Değişim (%),6 Ay Değişim (%),1 Yıl Değişim (%),3 Yıl Değişim (%),5 Yıl Değişim (%),Volatilite
GSRAY.IS,GALATASARAY SPORTIF,Communication Services,Entertainment,"Galatasaray Sportif Sinai ve Ticari Yatirimlar A.S. engages in the commercial, industrial, and investment activities for various sports. The company also invests in and develops real estate properties. In addition, it engages in the sale and merchandising of products with the GS logo; and communication activities, including operation of a TV channel, magazine, and an official site. The company was incorporated in 1997 and is headquartered in Istanbul, Turkey. Galatasaray Sportif Sinai ve Ticari Yatirimlar A.S. is a subsidiary of Galatasaray Spor Kulubu Derbegi.",0.761,3.524862,13.154639,0.86645967,34.905,1080000000,7952361472,2775788288,6.02,10.88,5.83,19212872,,Bilinmiyor,6890400256,6.380000114440918,-9.12981915,-14.83957394,-24.52606395,7.239054279400723,,423.88867772322055,0.6252620625023052
GUBRF.IS,GUBRE FABRIK.,Basic Materials,Agricultural Inputs,"Gübre Fabrikalari Türk Anonim Sirketi, together with its subsidiaries, produces, sells, and markets chemical fertilizers in Turkey. The company's products include solid, water soluble, slow release, and organic farming fertilizers comprising amino acid, copper-5-forte, micro, eko fosfat, surphur organic, dezin, iron-6-forte, forceful amino, and potasmag-organic products. It also produces and trades in fertilizer raw materials; and provides ports services to third parties for the loading and unloading of dry, liquid, and general cargoes. The company was incorporated in 1952 and is headquartered in Istanbul, Turkey. Gübre Fabrikalari Türk Anonim Sirketi operates as a subsidiary of Agricultural Credit Cooperatives of Turkey.",Bilinmiyor,103.45149,5.911892,2.7778177,2.693,334000000,33336059904,897716672,278.75,288.5,130.5,5250716,,Bilinmiyor,92601499648,277.25,24.60674157303371,37.593052109181144,94.56140350877193,44.62702368996687,,3097.8085070388206,0.5746572754408256
GUNDG.IS,GUNDOGDU GIDA,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,,Bilinmiyor,Bilinmiyor,Bilinmiyor,53.3,76.8,38.5,1989612,,Bilinmiyor,2082600064,,20.54176624275304,-2.19779667,38.701302664620535,,,,
GWIND.IS,GALATA WIND ENERJI,Utilities,Utilities - Renewable,"Galata Wind Enerji A.S. operates and rents electric power plants in Turkey. It operates three wind power plants and two solar power plants with total capacity of 269 MW. The company was formerly known as GY Enerji Danismanlik Poje Mühendislik Üretim, Ticaret ve Sanayi Limited Sirketi and changed its name to Galata Wind Enerji A.S. in January 2012. Galata Wind Enerji A.S. was founded in 2006 and is based in Istanbul, Turkey. Galata Wind Enerji A.S. is a subsidiary of Dogan Enerji Yatirimlari Sanayi ve Ticaret A.S.",-0.116,21.084509,1.6735607,10.106604,48.106998000000004,540000000,1599706496,769572928,30.1,34.4,20.86,5230946,3.5000000000000004,Bilinmiyor,16167600128,29.940000534057617,19.76000213623047,13.066469228228241,6.864178485673886,46.87854220933369,,529.2975127964255,0.47513487015298134
GZNMI.IS,GEZINOMI SEYAHAT,Consumer Cyclical,Travel Services,"Gezinomi Seyahat Turizm Ticaret Anonim Sirketi, a tour operator company, provides hotel and tour services in Turkey and internationally. The company was founded in 2015 and is based in Antalya, Turkey.",-0.037,18.49741,5.7931037,2.7025533,-5.712,65000000,1717264896,-98084680,71,74.95,19.23,483165,,Bilinmiyor,4640999936,71.40000153,21.016951738777806,48.75000317891438,131.51751352986776,255.2238814468027,,1105.454727981303,0.6362360609778259
HALKB.IS,T. HALK BANKASI,Financial Services,Banks - Regional,"Türkiye Halk Bankasi A.S., together with its subsidiaries, offers various banking products and services. The company provides deposit products, including e-deposits, deposit accounts with investment funds, child accounts, accumulated deposit accounts, producing deposit accounts, current TL accounts, time deposit TL/FX accounts, current FX accounts, gold deposit accounts, and safety deposit boxes. It offers personal, auto, mortgage, and overdraft loans; letter of credit, commercial, and cash and non-cash loans; medium and long-term, and investment and project loans; loans from international financial institutions; and foreign trade loans. In addition, the company provides various cards and payment services; insurance products; derivative products; and investment products comprising investment funds, Fon24, domestic government bonds, bank bills and bonds, Eurobonds, repos, forwards, options, swaps, and secured options, as well as cash management services. Further, it offers Internet, mobile, and SMS banking services. Additionally, the company is involved in the investment in capital market instruments based on real estates, real estate projects, and rights based on real estates; financial leasing; factoring; and capital markets activities. Türkiye Halk Bankasi A.S. operates domestic and foreign branches in Cyprus and Bahrain and representative offices in England and Iran. The company was founded in 1933 and is headquartered in Istanbul, Turkey. Türkiye Halk Bankasi A.S. operates as a subsidiary of Turkey Wealth Fund.",0.538,5.3654485,0.82385343,1.7773163,33.848998,7184779776,65286176768,22099001344,16.07,20.24,11.34,54891391,,Bilinmiyor,1.16034E+11,16.149999618530273,-0.370138614,-7.183908203,-18.51665052,38.50771723736087,,170.51926609886567,0.47029230934970906
HATEK.IS,HATAY TEKSTIL,Consumer Cyclical,Textile Manufacturing,"Hateks Hatay Tekstil Isletmeleri A.S. manufactures and exports textile products. The company offers towels, bathrobes, and bathmats, as well as special terry products. It also provides cotton raw, dyed, and melange yarns; cotton gazed mercerized raw and dyed yarns; bamboo raw, dyed, and melange yarns; core spun yarns; amicor yarns; and sewing and embroidery threads. The company sells its products to department stores, retailers, wholesalers, and linen brands in European and North American countries. Hateks Hatay Tekstil Isletmeleri A.S. was incorporated in 1973 and is headquartered in Hatay, Turkey.",Bilinmiyor,Bilinmiyor,0.6572356,1.5811976,-26.118,63000000,475728000,-124250576,12.15,17.78,9.31,2588833,,Bilinmiyor,752219968,11.93999958,0.083816219,-5.162832123,-11.68639663,9.944750993,,444.2339980712725,0.5654240698379556
HATSN.IS,HATSAN GEMI,Industrials,Aerospace & Defense,"Hat-San Gemi Insaa Bakim Onarim Deniz Nakliyat Sanayi ve Ticaret Anonim Sirketi engages building and constructing vessels and steel for marine and land. The company also offers ship repair and maintenance services, including sand blasting and painting services; rudder, shaft, and propeller repair services; cargo and ballast tank treatment services; bow thruster maintenance services; main and auxiliary engine maintenance services; boiler, heat exchanger, and pump maintenance and repair services; turbocharger and governor overhauling services; electrical works; mechanical works; navigational equipment services; fire and safety system services; BWTS installation services; scrubber system installation services; steel and piping works; and laid up services, as well as ship conversion services. In addition, it builds and sells floating docks. Hat-San Gemi Insaa Bakim Onarim Deniz Nakliyat Sanayi ve Ticaret Anonim Sirketi was founded in 2006 and is based in Istanbul, Turkey. Hat-San Gemi Insaa Bakim Onarim Deniz Nakliyat Sanayi ve Ticaret Anonim  operates as a subsidiary of Pekar Grup Insaat A.S.",Bilinmiyor,20.86111,25.645988,6.135495,15.198,221500000,1626729472,247234208,45.68,97.5,37.3,1008928,,Bilinmiyor,9980790784,,-5.692753193,0.3563470868033059,-13.42939091,-4.086841608,,,
HDFGS.IS,HEDEF GIRISIM,Financial Services,Asset Management,"Hedef Girisim Sermayesi Yatirim Ortakligi A.S. is a venture capital and private equity firm specializing in seed/startup, middle market in growth capital companies. It prefers to invest in materials, industrials, consumer discretionary, financials, capital markets, insurance, information technology, communication services, SaaS, real sector, fintech, software, gaming, real estate, agriculture and food, marketing, press and publishing, education, logistics, medical health products, polycarbonate, polymer, plastic, and plastic-like products, blockchain, crypto and SaaS. The firm prefers to invest in Africa/Middle East with a focus on Turkey. The firm purchases a maximum of 49 percent of the shares. Considering the demands of the applicant companies, investments are made up to an average of USD 250,000 ($0.25 million) for projects at the initial stage, at least USD 500, 000 ($0.5 million) for IT projects with established companies, at least USD 1 million and up to a maximum of USD 5 million for other sectors. The firm typically exits the investments within 5-6 years on average. Hedef Girisim Sermayesi Yatirim Ortakligi A.S. is based in Istanbul, Turkey.",0.733,3.6190476,0.48010108,1.6166598,-11.038,565000000,531218752,-58636712,1.54,2.38,1.34,13093269,,Bilinmiyor,858800000,1.5199999809265137,2.0134208857554183,-1.298700092,-18.71657877,-7.878787704,,390.4016808913986,0.4830605546969269
HEDEF.IS,HEDEF HOLDING,Financial Services,Asset Management,"Hedef Holding A.S, an investment company, provides equity finance to small and medium-sized enterprises in Turkey. The company offers investment advisory and consultancy, portfolio management, and corporate finance services to individual and institutional investors. Its services comprise merger and acquisition transaction, development and implementation of strategies, due diligence, tax and legal consultancy, post-transaction integration, public offering, cost management, and business development, as well as public offering services. Hedef Holding A.S was founded in 1996 and is headquartered in Istanbul, Turkey.",0.307,11.888888,2.3093526,-16.771826,,1875000064,-358860768,-1299393664,3.22,7,2.86,3633532,,Bilinmiyor,6018750464,3.2100000381469727,6.291392662928705,-10.83332991,-36.30952257,-44.54042884,,844.2981727858735,0.5982124999590732
HEKTS.IS,HEKTAS,Basic Materials,Agricultural Inputs,"Hektas Ticaret T.A.S. produces, imports, and markets agricultural and veterinary pesticides in Turkey. The company's crop protection products include fungicides, herbicides, insecticides, acaricides, biological insecticides, fumigants and nemathists, plant growth regulators, winter struggle medicines and summer oils, and molluscicide and others. It also offers leaf fertilizers, organ minerals, drip irrigation, pure fertilizers, and other products; and tomato seeds. In addition, the company provides antibacterial, vitamin and mineral, feed additive, analogu, and anti-parasite products for animal; environmental health; and pet care products and pet foods. Hektas Ticaret T.A.S. was incorporated in 1956 and is headquartered in Gebze, Turkey.",-0.148,Bilinmiyor,1.2533512,9.997389,-41.504002,8430000128,3153643520,-1308874880,3.72,23.44,3.34,128327486,,Bilinmiyor,31528200192,3.740000009536743,-6.265664145,-17.07317473,-72.04783275,-81.29999995,,784.6773304,0.7397364720311113
HKTM.IS,HIDROPAR HAREKET KONTROL,Industrials,Specialty Industrial Machinery,"Hidropar Hareket Kontrol Teknolojileri Merkezi Sanayi Ve Ticaret A.S. provides engineering services. The company offers a range of services on robotics systems comprising system design and manufacture of the elements forming the systems, such as reducers, parts processing and cutting solutions, special solutions, palletizing, bonding lines, and food and transportation packaging applications. It also provides automation products, including MFDC resistance welding applications, PLC automation systems, servo motor drive system and maintenance solutions, pneumatic products, resistance welding systems, screwing and tightening systems, sensors, and radio frequency identification and Fieldbus solutions; and mechanical products, which include silicone dosing systems, lubrication systems, power transmission systems, safety lock systems, assembly systems, and linear motion systems. In addition, the company offers assembly lines, linear modules, mega cartesian robots, electrical cylinders, and solutions for motion control applications; hydraulic systems, automation panels, servo variable displacement pump drive systems, hydraulic cylinders, valve control blocks, hydraulic power units, hydromechanics systems department, test systems, filtration and circulation groups, battery - nitrogen stands, load platforms, and special hydraulic presses. Hidropar Hareket Kontrol Teknolojileri Merkezi Sanayi Ve Ticaret A.S. was founded in 1985 and is based in Gebze, Turkey.",Bilinmiyor,Bilinmiyor,3.03937,2.7988691,-6.1750002,105000000,579233920,-35767192,15.52,30.9,14.46,2102778,0.23999999000000002,Bilinmiyor,1621200000,15.43999958,-0.451325902,-4.099383761,-10.28471585,2.3872656399110426,,283.6540064500741,0.7176267328655217
HLGYO.IS,HALK GMYO,Real Estate,REIT - Diversified,Halk Gayrimenkul Yatirim Ortakligi A.S operates as a subsidiary of Turkiye Halk Bankasi A.S.,0.884,Bilinmiyor,0.25170767,18.393496,162.67799,3596839936,526028320,855733440,2.73,3.127907,1.896431,42516768,0.58999998,Bilinmiyor,9675499520,2.690000057220459,4.263571192529107,2.281366546339323,4.803992455903598,38.95492641786132,,481.58812290272203,0.5229342419917112
HOROZ.IS,HOROZ LOJISTIK,Industrials,Integrated Freight & Logistics,"Horoz Lojistik Kargo Hizmetleri Ve Ticaret Anonim Sirketi operates in the logistics industry in Turkey and internationally. The company offers transportation services, including international road transport and air freight, national-international rail freight, international sea freight, intermodal transport, domestic full track load transportation, domestic distribution, furniture distribution, and project cargo transportation; and storage services, such as conventional, dealer shared, e-commerce, and furniture warehouses. It also provides e-services comprising e-export, e-commerce logistics, horoz wallet, and alibaba membership; and other services consisting of furniture assembly and SSH, project management and consulting, and customs and insurance services. The company was founded in 1942 and is headquartered in Istanbul, Turkey.",Bilinmiyor,21.784567,2.1311064,1.0394872,12.3909995,90488096,5897685504,280979744,67.8,72.55,43.66,2380023,,Bilinmiyor,6130568704,,18.44405436423703,19.80548349079275,44.148936170212764,25.57923826,,,
HRKET.IS,HAREKET PROJE TASIMACILIGI,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,5.1378536,Bilinmiyor,Bilinmiyor,,Bilinmiyor,Bilinmiyor,Bilinmiyor,69.05,102.9,64.4,3065176,,Bilinmiyor,7943039488,,-5.353468233,-1.076040219,-4.633479892,-10.45454942,,,
HTTBT.IS,HITIT BILGISAYAR,Technology,Software - Application,"Hitit Bilgisayar Hizmetleri A.S. provides airline and travel IT solutions in Turkey. It offers passenger service system (PSS), a suite of solutions, including reservation, ticketing, check-in, Internet and mobile booking, departure control, loyalty management, and customer care; operations planning solutions, comprising crew management and schedule planning; and accounting solutions, such as revenue accounting, cost accounting, and business performance index. The company provides Crane TM, a travel marketplace platform that enables airlines, and set-up a travel marketplace for its tour operator and online travel agency (OTA) partners to create and sell leisure and business travel package; travel solutions, including Crane OTA, an online travel agency and Crane APP, an agent portal for airlines; and cargo solutions, such as reservation and cargo services, as well as domestic cargo services. In addition, it offers consultancy, hosting infrastructure, and support services. The company was incorporated in 1994 and is headquartered in Istanbul, Turkey. Hitit Bilgisayar Hizmetleri A.S. is a subsidiary of Pegasus Hava Tasimaciligi Anonim Sirketi.",Bilinmiyor,56.936707,3.830367,13.944292,24.558,300000000,967707776,237649968,45.62,45.98,23.0775,1408906,,Bilinmiyor,13493999616,44.97999954223633,34.90795242997049,17.594770045062297,57.61026682396633,87.15347602,,685.7111526711002,0.48348576448050606
HUBVC.IS,HUB GIRISIM,Financial Services,Asset Management,"Hub Girisim Sermayesi Yatirim Ortakligi A.S. invests in early-stage technology startups in Turkey. The company was incorporated in 2006 and is headquartered in Istanbul, Turkey.",-0.702,236.5,1.1430643,-577.7397,,70000000,-1146191,152277648,9.44,17.46,7.24,2244908,,Bilinmiyor,662200000,9.460000038146973,-2.974358583,8.361976336640716,-17.81060078,23.016904652225424,,120.13007597844087,0.6479910667979393
HUNER.IS,HUN YENILENEBILIR ENERJI,Utilities,Utilities - Renewable,"Hun Yenilenebilir Enerji Üretim A.S., together with its subsidiaries, engages in the establishment, construction, commissioning, renting, generation, and sale of electrical energy and/or capacity to transmission and distribution companies in Turkey and internationally. The company generates electricity through solar, hydroelectric, and biomass power plants. Its installed capacity includes 7,822.76 kilowatts peak (kWp) of solar power plants; 12,100 kWp of hydroelectric power plants; and 10,500 kWp of biomass power plants. The company was formerly known as H26 Solar Enerji Üretim Sanayi ve Ticaret A.S. and changed its name to Hun Yenilenebilir Enerji Üretim A.S. Hun Yenilenebilir Enerji Üretim A.S. was founded in 2014 and is headquartered in Istanbul, Turkey.",0.731,Bilinmiyor,0.647343,4.6966524,-15.2,1000000000,713273984,-108417040,3.39,5.792639,2.86,35065997,,Bilinmiyor,3349999872,3.3499999046325684,4.0372631946356705,0.9036136142469179,-13.88175285,-11.9905179,,162.26827638470468,0.5665485921894939
HURGZ.IS,HURRIYET GZT.,Communication Services,Publishing,"Hürriyet Gazetecilik ve Matbaacilik A.S. engages in journalism, printing, advertising, and internet publishing activities primarily in Turkey, Russia, and Europe. The company publishes and sells newspapers and other periodical or non-periodical publications in printed and electronic format; and provides online services. It is also involved in TV production and marketing, distribution, book publishing, and promotion activities. The company was founded in 1948 and is headquartered in Istanbul, Turkey. Hürriyet Gazetecilik ve Matbaacilik A.S. is a subsidiary of Demirören Medya Yatirimlari Ticaret A.S.",Bilinmiyor,Bilinmiyor,1.0305958,3.57436,-55.856997,592000000,741995776,-410712608,4.58,6.25,3.45,5013002,,Bilinmiyor,2652160000,4.480000019073486,8.212564337,7.6923121009354265,14.578003087733949,27.272728504228205,,314.8148000976191,0.5707878456917213
ICBCT.IS,ICBC TURKEY BANK,Financial Services,Banks - Regional,"ICBC Turkey Bank A.S., together with its subsidiaries, provides various banking products and services in Turkey. The company's corporate and commercial banking products include spot, rotating, discount-purchase, foreign currency indexed, and equal installment loans; Eximbank loans; foreign credits, such as working capital, export credit agencies, and pre-export financing loans; and non-cash loans comprising letters of guarantee, import loans, letters of credit, acceptance/aval loans, export loans, and letters of reference, as well as risk management, trade finance and RMB, cash management, and insurance services. It also offers retail banking products and services consisting of demand deposit, time-deposit, overdraft, fund deposit, E-deposit, and automatic fund saving accounts; consumer loans, such as cash, car, and housing loans; credit cards; money transfer and payment services; safe deposit boxes; insurance services; online banking services; and individual pension systems and life insurances. In addition, the company's retail banking products comprise investment products that consist of mutual funds, treasury bills and government bonds, Eurobonds, repurchase agreements, stock trading services, and derivative products. Further, it provides investment banking and other services, including treasury transactions. The company was formerly known as Tekstil Bankasi Anonim Sirketi and changed its name to ICBC Turkey Bank A.S. in November 2015. The company was founded in 1985 and is headquartered in Istanbul, Turkey. ICBC Turkey Bank A.S. operates as a subsidiary of Industrial and Commercial Bank of China Limited.",0.309,Bilinmiyor,2.3768516,4.5266523,-2.536,860000000,2621805056,-66476000,13.91,19.97,12,1370536,,Bilinmiyor,11868000256,13.800000190734863,-1.428570066,0.2906973923522806,-8.850727359,-9.448816286,,170.05870509134232,0.49111343691007836
ICUGS.IS,ICU GIRISIM,Financial Services,Asset Management,"Rhea Venture Capital Investment Trust Inc is a venture capital investment trust specializing in seed/startup, early, mid venture, middle market, buyouts, PIPEs investments in small and medium enterprises. The fund seeks to invest in healthcare including all areas except hospital services (medical equipment, pharma, distribution, logistics, consumables, IT, laboratories, insurance, and payment systems); telecom, technology including IT, software, hardware, media, internet; infrastructure including energy, waste management, logistics, clean technology; and business services including finance, hospitality, and education. It prefers to invest in Turkey. The fund typically invests between $1 million and $10 million in companies with sales between $5 million and $20 million and EBITDA between $0.75 million and $3 million. It prefers to take a majority stake. However, the fund can also selectively invest with a minority stake. It seeks to hold financial and board level control in its portfolio companies. The fund seeks to exit its investments in five years either through a block sale or an IPO.",0.489,Bilinmiyor,23.610107,137.58096,,69500000,13214909,-53751184,26.2,31.3,9.07,937222,,Bilinmiyor,1818119936,26.15999984741211,-11.97846416,-6.504645192,105.33752211454004,188.42338178181276,,2098.319209203678,0.64135237
IDGYO.IS,IDEALIST GMYO,Real Estate,REIT - Residential,"Idealist Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Idealist Gayrimenkul Yatirim Ortakligi A.S is based in Istanbul, Turkey.",0.773,Bilinmiyor,0.46275198,4.654372,-162.293,150000000,85081296,-138081200,2.67,7.78,2.4,2275274,,Bilinmiyor,396000000,2.640000104904175,-7.042247018,-7.042247018,-58.81434996,-51.29151167,,149.6699410073031,0.7795896327098131
IEYHO.IS,ISIKLAR ENERJI YAPI HOL.,Consumer Cyclical,Textile Manufacturing,"Isiklar Enerji ve Yapi Holding A.S., together with its subsidiaries, operates in the paper sack, casting, energy, construction and contracting, textile, and building materials fields in Turkey and internationally. The company operates three river type hydroelectric power plants. It also manufactures and sells paper sacks; and provides alloyed grinding products to cement and mining companies. In addition, the company manufactures pressed, coating, and floor bricks; cotto, clinker pang hand, and facade systems; and flex joint sealants and adhesives, ceramics adhesives and joint sealants, liquid silicones, and brick surface cleaners. Further, it manufactures, sells, and exports polyester yarns; and constructs water structures, bridges, tunnels, roads, factories, treatment plants, infra-structure facilities, pipelines, houses, and commercial buildings. The company also exports its products. The company was incorporated in 1982 and is headquartered in Istanbul, Turkey.",0.831,67.375,2.752809,2.5416522,3.6609999999999996,543596032,2305573120,84401896,11,12.5,3.39,25291145,,Bilinmiyor,5859964928,10.779999732971191,-4.517273965,18.591854257583968,94.93669663612523,207.1225003,,1584.3749959254635,0.5764947304853697
IHAAS.IS,IHLAS HABER AJANSI,Communication Services,Broadcasting,"Ihlas Haber Ajansi A.S. operates as a news agency in Turkey and internationally. It produces visual, written, and photographic news through live broadcasting services. The company was founded in 1993 and is headquartered in Istanbul, Turkey.",-0.284,355.80002,10.526628,8.057467,-19.588,163000000,359886048,-70493120,17.91,31.42,12.87,3036903,,Bilinmiyor,2899770112,17.790000915527344,-11.04999542,-31.89126974,-31.68202654,35.801529751798626,,795.433195,0.7193717504518057
IHEVA.IS,IHLAS EV ALETLERI,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Ihlas Ev Aletleri Imalat Sanayi ve Ticaret A.S. engages in the production and sale of household appliances in Turkey. The company operates through Household Appliances, Food, and Domestic and International Shipping segments. It offers cleaning robots, water heaters and purifiers, carpet washing machine, tea-maker, and vacuum cleaners and shampooers under Aura, Aura Cleanmax, Aura Roboclean, Aura Cebilon, Aura QVac, Aura Livac, and Aura Wdry brands. The company sells its products through dealer networks and distributors. It is also involved in the production and marketing of food; and domestic and international transportation, personnel transportation, warehousing, and warehouse management activities. The company was founded in 1970 and is based in Istanbul, Turkey.",0.616,Bilinmiyor,0.920026,0.478767,-7.854,350500000,2071811456,-162729600,2.9,4.84,1.86,8309198,0.88,Bilinmiyor,991914944,2.8299999237060547,3.2846683889073405,23.580784753204494,-18.91117719,27.477472397948528,,7.919743630284132,0.5785006017706483
IHGZT.IS,IHLAS GAZETECILIK,Communication Services,Publishing,"Ihlas Gazetecilik A.S. publishes, sells, distributes, and markets newspapers, books, encyclopedias, brochures, and magazines in Turkey and internationally. It offers its magazines for daily, weekly, and monthly term period in Turkish and foreign languages. The company was founded in 1970 and is headquartered in Istanbul, Turkey.",Bilinmiyor,Bilinmiyor,0.54646593,1.0621363,-45.516,800000000,1257842304,-572517888,1.72,2.23,0.98,17752675,,Bilinmiyor,1336000000,1.6699999570846558,14.383555715807676,35.77235212911665,34.677414858130376,46.49122614389419,,-15.74703328,0.6204383903901333
IHLAS.IS,IHLAS HOLDING,Industrials,Conglomerates,"Ihlas Holding A.S. engages in the construction and real estate, media, manufacturing and trading, and healthcare and education businesses in Turkey and internationally. It operates through Construction, Media, Marketing, and Other segments. The company engages in the trade, construction, and sale of electrical, electronic, mechanical kitchen appliances, and durable consumer goods; dissemination, sale, distribution, and marketing of newspapers and various publications; production of electrical household appliances; news agency business; spa tourism health management and trade activities; manufacturing, assembling, buying, selling, importing, and exporting motorized and non-motorized vehicles and spare parts; broadcasting of television and radio; production, shooting, and voice-over of television films, videos, and commercial programs; rental of television channel; and establishing of radio stations. It is also involved in the marketing of bicycles, mopeds, and spare parts; provision of internet services, establishing networks, and buying and selling of computer equipment; construction business; spa and thermal tourism management; digital media publishing and internet services; production and marketing of food; real estate and land activities; and mining, energy, and chemistry activities. In addition, the company offers domestic and international transportation, personnel transportation, warehouse, and warehouse management services; durable and non-durable consumer goods; healthcare; and education services. Ihlas Holding A.S. was founded in 1970 and is headquartered in Istanbul, Turkey.",1.034,5.953125,1.3879782,0.61515677,3.026,1365090048,8454743552,255848752,3.72,4.78,0.93,63822473,,Bilinmiyor,5200992768,3.809999942779541,40.07352583471264,249.54126845023444,204.79999542236328,296.8750029103831,,439.5064367775152,0.5459699991069152
IHLGM.IS,IHLAS GAYRIMENKUL,Real Estate,Real Estate - Diversified,"Ihlas Gayrimenkul Proje Gelistirme ve Ticaret A.S. engages in the construction and real estate activities. It constructs residential, workplaces, and social facilities. The company is also involved in the mining, marketing, and energy businesses. The company was incorporated in 1985 and is based in Istanbul, Turkey.",0.994,Bilinmiyor,2.6053214,5.8725686,-190.103,1000000000,400165600,-760728192,2.36,2.87,1.08,25612262,,Bilinmiyor,2349999872,2.3499999046325684,32.02246867441009,85.03936534850601,54.60525882376193,82.17054062985385,,138.23498594933784,0.5636999942388832
IHYAY.IS,IHLAS YAYIN HOLDING,Communication Services,Publishing,"Ihlas Yayin Holding A.S., through its subsidiaries, engages in media, publishing, and advertising businesses in Turkey. The company publishes newspaper under the Türkiye Newspaper name; operates news agency, which provides video news service in Turkey; and produces and publishes news on the national agenda through TGRT News TV. It also broadcasts live news and programs through digital platforms, such as Digiturk, D-Smart, Teledünya, and Tivibu, as well as over the internet through tgrthaber.com.tr website; and broadcasts educational, relaxing, and informative documentaries. In addition, the company provides integrated services, including prepress, printing, and post-press services for various products, such as newspapers, magazines, promotional materials, and books, as well as broadcasts programming through TGRT FM radio. Further, the company engages in the digital assets business that offers web design, mobile content and applications, internet software, and social media management services. Ihlas Yayin Holding A.S. was incorporated in 2003 and is headquartered in Istanbul, Turkey.",0.814,Bilinmiyor,2.4098673,0.9447045,-21.279,450000000,1814853248,-386187808,3.86,7,2.3,25479684,,Bilinmiyor,1714499968,3.809999942779541,-21.76591309,-11.3953541,-28.38346203,40.59040181359996,,429.73761570805175,0.6271533297555156
IMASM.IS,IMAS MAKINA,Industrials,Specialty Industrial Machinery,"Imas Makina Sanayi A.S. manufactures and sells machinery and equipment in Turkey and internationally. The company offers grain milling machines and systems to produce flour and semolina from wheat, corn, rye, and oats under the Milleral brand; production and installation services of machines used to produce bovine, ovine, and poultry feed under the Viteral brand; and horizontal band saw machines under the Cuteral brand name. It provides project design, manufacturing, construction work, and assembly services under the Steral brand; and after-sales technical support services under the ProSupport brand name. The company was incorporated in 1989 and is based in Konya, Turkey.",Bilinmiyor,Infinity,1.8432883,1.5104746,18.414,925000000,1757560192,323644960,2.84,6.055,2.21,13272343,,Bilinmiyor,2654749952,2.869999885559082,-3.691279625,-4.651166291,-13.03030524,-4.333337148,,334.8484502296269,0.6859217145121431
INDES.IS,INDEKS BILGISAYAR,Technology,Electronics & Computer Distribution,"Indeks Bilgisayar Sistemleri Mühendislik Sanayi ve Ticaret Anonim Sirketi distributes IT products in Turkey. The company's products portfolio includes computers/tablets, smartphones, printers, consumer electronics, software, peripherals, wearable technologies, data storage products, smart home products, and accessories. It purchases and sells spare parts and home electronics, as well as provides logistics and rental services. The company was incorporated in 1989 and is headquartered in Istanbul, Turkey.",Bilinmiyor,9.024692,1.7059511,0.10325183,0.666,750000000,53098332160,353432064,7.25,12.25,5.79,4430007,4.82,Bilinmiyor,5482500096,7.309999942779541,4.878051116534421,3.248587875027714,-11.46000667,27.183696719329888,,1146.4396548508687,0.49011418413144126
INFO.IS,INFO YATIRIM,Financial Services,Capital Markets,"Info Yatirim Menkul Degerler A.S. operates in the field of capital market in Turkey. The company provides investment consultancy, portfolio management, and corporate finance services to individual and corporate investors, as well as trades in capital market instruments; and brokerage services in the equity market, debt securities market, futures and options market, and leveraged trading transaction services. It also offers stock and VIOP, and forex trading services. Info Yatirim Menkul Degerler A.S. was incorporated in 1990 and is headquartered in Istanbul, Turkey.",0.332,7.4848485,0.44762594,0.16447489,1.1080001000000002,960336000,14421835776,159803024,2.49,3.96961,1.911206,12122275,9.68,Bilinmiyor,2372029952,2.4700000286102295,13.329422931705112,13.701020297852562,-0.252720466,-8.81995068,,1581.5908101099421,0.721762966
INGRM.IS,INGRAM BILISIM,Technology,Electronics & Computer Distribution,"Ingram Micro Bilisim Sistemleri Anonim Sirketi engages in the information technology business in Turkey. It distributes information technologies and solutions to end users through its business partners. The company was formerly known as Armada Bilgisayar Sistemleri Sanayi ve Ticaret A.S. The company was founded in 1989 and is based in Istanbul, Turkey. Ingram Micro Bilisim Sistemleri Anonim Sirketi is a subsidiary of Aptec Holdings Limited.",0.82,312.40875,7.8576803,0.5434547,0.097000005,24000000,18901299200,18382484,427.75,841.5,387.5,37857,,Bilinmiyor,10272000000,,-4.623955432,-8.154506438,-17.21470019,-5.674931129,,,
INTEK.IS,INNOSA TEKNOLOJI,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,839.2857,Bilinmiyor,Bilinmiyor,,Bilinmiyor,Bilinmiyor,Bilinmiyor,465,739,422.75,11950,,Bilinmiyor,3760000000,,0.534759358,-11.32075472,-34.49477352,,,,
